close,ema20,ema50,rsi14,trend,bos,future_return,target
79821.56,79729.00148833256,80222.14830584521,55.00587243595561,DOWNTREND,NO_BOS,816.4400000000023,1
79635.52,79737.81658468184,80206.43896051796,54.857182612325474,UPTREND,NO_BOS,854.2799999999988,1
79570.01,79728.0740528074,80184.04998167412,49.858902263707385,DOWNTREND,NO_BOS,1146.2200000000012,1
79258.27,79713.02033349242,80159.9699823928,47.36915128910362,UPTREND,NO_BOS,1370.2599999999948,1
79767.11,79669.7107779217,80124.60919876955,47.15114932957491,UPTREND,NO_BOS,618.0,1
79701.73,79678.98689431012,80110.58962234722,55.757806575783945,UPTREND,NO_BOS,-943.1399999999994,0
80964.85,79681.15290437582,80094.55591166695,56.71181328943172,UPTREND,BOS_UP,-1814.4800000000105,0
81301.23,79803.40977062573,80128.68509160157,67.80905595349853,UPTREND,BOS_UP,-2150.959999999992,0
81888.4,79946.05931628043,80174.66724487211,70.19879376069971,UPTREND,BOS_UP,-2594.0899999999965,0
81668.48,80131.04414330135,80241.87245095556,77.65604132986563,UPTREND,BOS_UP,-2208.479999999996,0
81581.99,80277.46660584406,80297.81784503574,79.4977480060352,UPTREND,BOS_UP,-2297.9900000000052,0
81419.74,80401.70692909701,80348.17753738728,75.81078199511502,UPTREND,NO_BOS,-2273.2400000000052,0
81412.04,80498.6624596592,80390.19959474466,70.4825007630482,UPTREND,NO_BOS,-2288.9199999999983,0
81396.61,80585.65079683451,80430.27176749977,70.42428555091027,UPTREND,NO_BOS,-2423.1100000000006,0
81456.0,80662.8850066598,80468.16738446057,71.20787346944032,UPTREND,NO_BOS,-2348.6199999999953,0
81089.99,80738.41976793029,80506.9059184033,71.0875892820281,UPTREND,NO_BOS,-1976.7799999999988,0
81518.67,80771.90264717503,80529.77196081886,67.93281927734618,UPTREND,NO_BOS,-2406.75,0
81131.01,80843.02334744408,80568.55227608088,72.05114857983497,UPTREND,NO_BOS,-1963.0099999999948,0
81299.14,80870.4506476875,80590.60944172477,70.83405645222295,UPTREND,NO_BOS,-2143.600000000006,0
81059.15,80911.27820505059,80618.394953814,68.4417063300038,UPTREND,BOS_DOWN,-1975.9700000000012,0
80724.71,80925.36123314101,80635.67946542914,65.68067980186308,UPTREND,NO_BOS,-1689.4500000000116,0
80360.01,80906.2515918895,80639.17085894172,46.468155451753695,UPTREND,BOS_DOWN,-1332.6399999999994,0
80580.0,80854.22858313812,80628.22337427734,36.27142673776819,UPTREND,BOS_DOWN,-1932.0,0
80814.88,80828.1115752202,80626.33226156059,28.62636321460552,UPTREND,NO_BOS,-2445.1100000000006,0
80638.0,80826.85142519923,80633.726290519,36.12366454901927,UPTREND,NO_BOS,-2211.4400000000023,0
80489.8,80808.86557518026,80633.89388696924,35.092368285572604,UPTREND,NO_BOS,-2406.320000000007,0
80716.23,80778.47837754404,80628.24314630376,35.24878810182486,DOWNTREND,NO_BOS,-2756.229999999996,0
80628.53,80772.54996063508,80631.69361115461,39.67889023706471,DOWNTREND,NO_BOS,-2546.8199999999924,0
80385.11,80758.83377390793,80631.56954797209,38.84603320283001,DOWNTREND,NO_BOS,-2377.8800000000047,0
78758.59,80723.24103353574,80621.90446765946,35.23769612721975,DOWNTREND,NO_BOS,-743.9899999999907,0
79150.37,80536.13141129423,80548.83331206498,26.149946190579428,DOWNTREND,BOS_DOWN,-1019.8199999999924,0
79150.27,80404.15413402811,80493.99161355263,25.588160108190166,DOWNTREND,BOS_DOWN,-911.6000000000058,0
79294.31,80284.736597454,80441.29664831527,27.810116599001717,DOWNTREND,NO_BOS,-1088.3499999999913,0
79460.0,80190.41025483934,80396.31677975389,27.418355646565544,DOWNTREND,NO_BOS,-1258.5,0
79284.0,80120.84737342608,80359.5984746655,31.68116533059019,DOWNTREND,NO_BOS,-1054.1900000000023,0
79146.5,80041.14762357598,80317.41814232568,32.8745010496085,DOWNTREND,NO_BOS,-886.8399999999965,0
79123.12,79955.94308799732,80271.49978380311,34.75156629715545,DOWNTREND,NO_BOS,-862.1199999999953,0
78973.5,79876.62660342615,80226.46528247751,30.741939236276238,DOWNTREND,NO_BOS,-707.7700000000041,0
79107.38,79790.614545957,80177.32938904702,25.09804557969936,DOWNTREND,NO_BOS,-921.1300000000047,0
79113.21,79725.5445891992,80135.37058947654,29.057045749344553,DOWNTREND,NO_BOS,-965.1600000000035,0
79111.92,79667.22700927546,80095.28586047747,30.40100914322484,DOWNTREND,NO_BOS,-1166.0699999999924,0
79168.0,79614.34062743971,80056.72249339992,25.59428006389294,DOWNTREND,NO_BOS,-1442.2899999999936,0
79155.54,79571.83199625499,80021.87063091366,27.565719341470285,DOWNTREND,NO_BOS,-1260.0299999999988,0
79083.18,79532.1851394688,79987.89688068176,29.67095103780538,DOWNTREND,NO_BOS,-1054.2999999999884,0
79035.26,79489.42274523366,79952.4177873217,61.04040108570671,DOWNTREND,NO_BOS,-877.1699999999983,0
79027.37,79446.1691504495,79916.45081526987,44.889224348443825,DOWNTREND,BOS_DOWN,-905.9599999999919,0
78648.0,79406.28351707335,79881.58490094557,44.58084201985965,DOWNTREND,NO_BOS,-543.1999999999971,0
78369.77,79334.06603925684,79833.20902247712,26.39946832984039,DOWNTREND,BOS_DOWN,-189.7600000000093,0
78426.56,79242.22832123238,79775.8192568898,13.212895040525211,DOWNTREND,BOS_DOWN,-336.75999999999476,0
78083.48,79164.54562397215,79722.90712916863,18.536621165419092,DOWNTREND,NO_BOS,165.85000000000582,1
